Path,Title,PageViews,Freshness (report),LastReviewed (report),LastReviewed (file)
powerbi-docs/report-server/capacity-planning.md,Capacity planning guidance for Power BI Report Server - Power BI,355.0,> 365 days,2020-04-02,2020-04-02
powerbi-docs/create-reports/desktop-optimize-ribbon-scenarios.md,DirectQuery optimization scenarios with the Optimize ribbon in Power BI Desktop - Power BI,353.0,> 365 days,2023-05-22,2023-05-22
powerbi-docs/connect-data/service-gateway-power-bi-faq.md,On-premises data gateway FAQ - Power BI,352.0,> 365 days,2023-01-27,
powerbi-docs/developer/embedded/embed-sample-for-customers-national-clouds.md,Embed content in your Power BI embedded analytics application for government and national/regional clouds - Power BI,351.0,> 365 days,2024-03-07,2024-03-07
powerbi-docs/developer/visuals/create-display-dialog-box.md,Creating a dialog box in a Power BI visual - Power BI,347.0,> 365 days,2023-12-30,2023-12-30
powerbi-docs/developer/embedded/load-assessment-planning-tool.md,Power BI embedded analytics assess load - Power BI,347.0,> 365 days,2024-06-04,2024-06-04
powerbi-docs/create-reports/power-bi-create-mobile-optimized-report-best-practices.md,Best practices for creating mobile-optimized Power BI reports - Power BI,340.0,> 365 days,2024-06-05,2024-06-05
powerbi-docs/paginated-reports/report-design/filter-group-sort-data-report-builder.md,"Filter, group, and sort data in Power BI paginated reports - Power BI",338.0,> 365 days,2023-06-26,2023-06-26
powerbi-docs/consumer/end-user-faq.md,Frequently asked end-user questions in Power BI - Power BI,338.0,> 365 days,2024-02-07,
powerbi-docs/paginated-reports/report-design/add-filter-report-builder.md,Add a filter to a Power BI paginated report - Power BI,337.0,> 365 days,2023-06-26,2023-06-26
powerbi-docs/visuals/power-bi-visualization-matrix-visual-considerations.md,Matrix visual considerations and limitations - Power BI,336.0,> 365 days,2024-10-02,2024-10-02
powerbi-docs/developer/visuals/package-visual.md,Package a Power BI visual - Power BI,335.0,> 365 days,2024-06-03,2024-06-03
powerbi-docs/transform-model/dataflows/dataflows-premium-workload-configuration.md,Configure Power BI Premium dataflow workloads - Power BI,334.0,> 365 days,2024-10-07,2024-10-07
powerbi-docs/developer/embedded/azure-pbie-scale-capacity.md,Scale your Power BI Embedded capacity - Power BI,332.0,> 365 days,2024-06-03,2024-06-03
powerbi-docs/developer/visuals/custom-visual-develop-tutorial-format-options.md,Add formatting options to a Power BI custom visual - Power BI,331.0,> 365 days,2024-10-10,2024-10-10
powerbi-docs/collaborate-share/service-excel-featured-tables.md,Access Power BI featured tables in Excel - Power BI,331.0,> 365 days,2023-03-06,2023-03-06
powerbi-docs/connect-data/service-gateway-azure-active-directory-sso.md,Microsoft Entra SSO - Power BI,330.0,> 365 days,2024-06-27,2024-06-27
powerbi-docs/create-reports/service-create-dashboard-mobile-phone-view.md,Optimize a dashboard for mobile phones - Power BI,330.0,> 365 days,2023-02-22,2023-02-22
powerbi-docs/developer/visuals/guidelines-powerbi-visuals.md,Guidelines for publishing Power BI custom visuals - Power BI,329.0,> 365 days,2024-07-02,2024-07-02
powerbi-docs/paginated-reports/troubleshoot-paginated-reports-execution-issues.md,Troubleshoot paginated report execution issues - Power BI,321.0,> 365 days,2024-01-08,2024-01-08
powerbi-docs/paginated-reports/paginated-reports-report-design-view.md,Get around Report Design View for paginated reports - Power BI,317.0,> 365 days,2023-01-24,2023-01-24
powerbi-docs/guidance/powerbi-migration-deploy-support-monitor.md,Deploy to Power BI - Power BI,308.0,271-365 days,2024-12-30,
powerbi-docs/report-server/connect-data-source-apis.md,Change data source connection strings with PowerShell - Power BI,304.0,> 365 days,2021-03-09,2021-03-09
powerbi-docs/paginated-reports/report-data/data-connections-data-sources-connection-strings-report-builder.md,Create data connection strings (Power BI Report Builder) - Power BI,303.0,> 365 days,2024-09-25,2024-09-25
powerbi-docs/paginated-reports/report-builder/export-microsoft-excel-report-builder.md,Export Power BI paginated report to Microsoft Excel (Power BI Report Builder) - Power BI,302.0,> 365 days,2023-03-02,2023-03-02
powerbi-docs/developer/visuals/power-bi-visuals-concept.md,Power BI visual system integration - Power BI,299.0,> 365 days,2024-01-04,2024-01-04
powerbi-docs/developer/visuals/objects-properties.md,Objects and properties of Power BI visuals - Power BI,298.0,> 365 days,2024-10-11,2024-10-11
powerbi-docs/paginated-reports/paginated-capacity-planning.md,Paginated reports capacity planning for Power BI Premium - Power BI,298.0,> 365 days,2024-01-21,2024-01-21
powerbi-docs/paginated-reports/report-definition-language.md,Report Definition Language - Power BI,297.0,> 365 days,2023-03-22,2023-03-22
powerbi-docs/visuals/power-bi-report-add-visualizations-ii.md,Add visualizations to a Power BI report (part 2) - Power BI,296.0,> 365 days,2023-12-25,2023-12-25
powerbi-docs/transform-model/log-analytics/desktop-log-analytics-faq.md,Azure Log Analytics in Power BI - FAQ - Power BI,289.0,> 365 days,2024-10-01,2024-10-01
powerbi-docs/paginated-reports/report-design/setting-time-out-values-for-report-dataset-processing.md,Set time-out values for Power BI paginated report dataset processing - Power BI,288.0,> 365 days,2023-07-11,2023-07-11
powerbi-docs/transform-model/desktop-mobile-geofiltering.md,Set geographic filters in Power BI Desktop - Power BI,286.0,> 365 days,2024-10-01,2024-10-01
powerbi-docs/visuals/power-bi-visualization-troubleshoot.md,Troubleshoot visualizations in Power BI - Power BI,286.0,> 365 days,2024-10-10,2024-10-10
powerbi-docs/collaborate-share/service-dataset-external-org-share-admin.md,Share B2B semantic models with external guest users (preview) - Power BI,279.0,> 365 days,2024-02-07,2024-02-07
powerbi-docs/transform-model/desktop-connect-dataflows.md,Connect to Power Platform dataflows in Power BI Desktop - Power BI,279.0,> 365 days,2024-09-30,2024-09-30
powerbi-docs/create-reports/desktop-r-powered-custom-visuals.md,Use R-powered Power BI visuals in Power BI - Power BI,277.0,> 365 days,2022-09-27,2022-09-27
powerbi-docs/developer/visuals/conditional-format.md,Conditional formatting of Power BI custom visuals - Power BI,276.0,> 365 days,2024-08-19,2024-08-19
powerbi-docs/report-server/custom-visuals-troubleshoot.md,Troubleshoot custom visuals in Power BI Desktop for Power BI Report Server - Power BI,272.0,> 365 days,2021-09-02,2021-09-02
powerbi-docs/create-reports/service-item-contact.md,Set contact information for reports and dashboards  in the Power BI service - Power BI,268.0,> 365 days,2023-02-28,2023-02-28
powerbi-docs/connect-data/service-gateway-active-directory-sso.md,Active Directory (AD) SSO - Power BI,268.0,> 365 days,2024-06-28,2024-06-28
powerbi-docs/connect-data/create-dataset-log-analytics.md,Create a semantic model from Log Analytics - Power BI,267.0,> 365 days,2023-03-06,2023-03-06
powerbi-docs/collaborate-share/service-automate-paginated-onedrive-sharepoint.md,Save a paginated report to OneDrive for work or school or SharePoint Online - Power BI,261.0,> 365 days,2022-12-16,2022-12-16
powerbi-docs/developer/visuals/utils-svg.md,Introduction to SVG utils in Power BI visuals - Power BI,260.0,> 365 days,2024-01-10,2024-01-10
powerbi-docs/transform-model/dataflows/dataflows-streaming.md,Streaming dataflows (preview) - Power BI,257.0,> 365 days,2024-10-07,2024-10-07
powerbi-docs/report-server/scheduled-refresh-troubleshoot.md,Troubleshoot scheduled refresh in Power BI Report Server - Power BI,255.0,> 365 days,2017-11-01,2017-11-01
powerbi-docs/paginated-reports/report-builder/print-report-report-builder.md,Print a report (Power BI Report Builder) - Power BI,251.0,> 365 days,2023-06-15,2023-06-15
powerbi-docs/developer/visuals/landing-page.md,Add a landing page to your Power BI visuals - Power BI,250.0,> 365 days,2024-06-17,2024-06-17
powerbi-docs/paginated-reports/report-design/visualizations/specify-axis-interval-report-builder.md,Specify an axis interval in a Power BI paginated report - Power BI,250.0,> 365 days,2023-03-17,2023-03-17
powerbi-docs/collaborate-share/service-featured-content.md,Feature recommended content on colleagues' Power BI Home page - Power BI,247.0,> 365 days,2022-08-16,2022-08-16
powerbi-docs/paginated-reports/report-builder-previewing-reports.md,Preview reports in Power BI Report Builder - Power BI,246.0,> 365 days,2023-12-18,2023-12-18
powerbi-docs/collaborate-share/service-automate-paginated-local-file.md,Save a paginated report to a local folder with Power Automate - Power BI,244.0,> 365 days,2023-01-06,2023-01-06
powerbi-docs/collaborate-share/service-automate-paginated-excel-sharepoint-list.md,Export a paginated report for each row in an Excel Online table or SharePoint list - Power BI,244.0,> 365 days,2023-01-10,2023-01-10
powerbi-docs/developer/visuals/submission-testing.md,Testing submissions of Power BI custom visuals - Power BI,243.0,> 365 days,2024-06-09,2024-06-09
powerbi-docs/report-server/connect-adfs-wap-report-server.md,Use Web Application Proxy and Active Directory Federated Services - Power BI Report Server - Power BI,243.0,> 365 days,2024-08-29,2024-08-29
powerbi-docs/paginated-reports/paginated-reports-enter-data.md,Enter data directly into a paginated report in Report Builder - Power BI,240.0,> 365 days,2023-01-25,2023-01-25
powerbi-docs/create-reports/service-create-qr-code-for-tile.md,Create a QR code for a tile to use in Power BI mobile apps - Power BI,240.0,> 365 days,2024-10-24,2024-10-24
powerbi-docs/create-reports/service-create-qr-code-for-report.md,Create a QR code for a report to use in Power BI mobile apps - Power BI,239.0,> 365 days,2023-02-07,2023-02-07
powerbi-docs/paginated-reports/subreports.md,Subreports in Power BI paginated reports - Power BI,236.0,> 365 days,2023-01-17,2023-01-17
powerbi-docs/paginated-reports/report-design/visualizations/add-moving-average-chart-report-builder.md,Adding a moving average to a chart in Power BI paginated report - Power BI,236.0,271-365 days,2024-11-07,2024-11-07
powerbi-docs/create-reports/service-insights-optimize.md,Optimize your data for Power BI Quick Insights - Power BI,233.0,> 365 days,2023-02-28,2023-02-28
powerbi-docs/paginated-reports/report-design/visualizations/chart-legend-formatting-report-builder.md,Format the legend on a Power BI paginated report chart - Power BI,233.0,> 365 days,2023-03-17,2023-03-17
powerbi-docs/paginated-reports/report-design/add-page-break-report-builder.md,Add a page break to a Power BI paginated report - Power BI,233.0,> 365 days,2023-06-26,2023-06-26
powerbi-docs/paginated-reports/parameters/associate-query-parameter-report-parameter-report-builder.md,Associate a query parameter with a report parameter for a paginated report (Power BI Report Builder) - Power BI,228.0,> 365 days,2023-01-25,2023-01-25
powerbi-docs/paginated-reports/report-design/visualizations/pie-charts-report-builder.md,Pie charts in Power BI paginated reports - Power BI,226.0,> 365 days,2023-04-24,2023-04-24
powerbi-docs/visuals/power-bi-visualization-move-and-resize.md,"Move, resize, and pop out a visualization - Power BI",224.0,> 365 days,2023-01-03,2023-01-03
powerbi-docs/paginated-reports/report-data/oracle-connection-type.md,Oracle connection type (Power BI Report Builder) - Power BI,224.0,> 365 days,2023-10-09,2023-10-09
powerbi-docs/connect-data/service-connect-to-zendesk.md,Connect to Zendesk with Power BI - Power BI,222.0,> 365 days,2023-07-25,2023-07-25
powerbi-docs/developer/visuals/authentication-api.md,The authentication API in Power BI custom visuals - Power BI,222.0,> 365 days,2024-06-26,2024-06-26
powerbi-docs/paginated-reports/report-design/drillthrough-drilldown-subreports-nested-data-regions.md,"Drillthrough, drilldown, subreports, and nested data regions in a Power BI paginated report - Power BI",220.0,> 365 days,2023-04-10,2023-04-10
powerbi-docs/paginated-reports/parameters/add-multi-value-parameter-to-report.md,Add a multi-value parameter to a paginated report - Power BI,218.0,> 365 days,2023-06-28,2023-06-28
powerbi-docs/paginated-reports/web-authoring/paginated-formatted-table.md,Create paginated reports that you can export in the Power BI service (Preview) - Power BI,217.0,> 365 days,2024-10-16,2024-10-16
powerbi-docs/report-server/mobile-oauth-ssrs.md,Connect to Power BI Report Server and SSRS from Power BI mobile applications - Power BI,213.0,> 365 days,2024-08-29,2024-08-29
powerbi-docs/developer/visuals/sort-options.md,Sorting options for Power BI visuals - Power BI,212.0,> 365 days,2024-10-12,2024-10-12
powerbi-docs/create-reports/power-bi-create-mobile-optimized-report-format-visuals.md,Optimize visual formatting for mobile layout - Power BI,210.0,> 365 days,2024-03-25,2024-03-25
powerbi-docs/paginated-reports/expressions/report-builder-expressions.md,Expressions in Power BI Report Builder - Power BI,210.0,> 365 days,2023-01-18,2023-01-18
powerbi-docs/paginated-reports/report-design/tables-report-builder.md,Tables in Power BI paginated reports - Power BI,208.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/paginated-reports/report-builder/export-pdf-file-report-builder.md,Export Power BI paginated report to a PDF File (Power BI Report Builder) - Power BI,205.0,> 365 days,2024-08-26,2024-08-26
powerbi-docs/paginated-reports/report-design/change-row-height-column-width-report-builder.md,Change row height or column width in a Power BI paginated report - Power BI,202.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/developer/embedded/paginated-reports-row-level-security.md,Use row-level security when embedding paginated reports - Power BI,198.0,> 365 days,2024-06-04,2024-06-04
powerbi-docs/paginated-reports/report-builder-design-tips.md,Design tips for reports in Power BI Report Builder - Power BI,196.0,> 365 days,2023-01-18,2023-01-18
powerbi-docs/report-server/getting-around.md,Manage content in the Power BI Report Server web portal - Power BI,195.0,> 365 days,2018-05-24,2018-05-24
powerbi-docs/collaborate-share/service-power-bi-get-started-third-party-apps.md,Work with third-party apps in Power BI - Power BI,192.0,> 365 days,2024-06-02,2024-06-02
powerbi-docs/transform-model/datamarts/datamarts-understand.md,Understand datamarts (preview) - Power BI,187.0,> 365 days,2024-10-07,2024-10-07
powerbi-docs/paginated-reports/report-builder/export-microsoft-word-report-builder.md,Export Power BI paginated report to Microsoft Word (Power BI Report Builder) - Power BI,184.0,> 365 days,2023-09-20,2023-09-20
powerbi-docs/paginated-reports/report-design/visualizations/chart-legend-change-item-text-report-builder.md,Change the text of a legend item in Power BI paginated report - Power BI,182.0,> 365 days,2023-03-28,2023-03-28
powerbi-docs/paginated-reports/report-builder-planning-report.md,Plan a paginated report in Power BI Report Builder - Power BI,181.0,> 365 days,2023-01-26,2023-01-26
powerbi-docs/report-server/excel-oos.md,Host Excel workbooks using Office Online Server (OOS) - Power BI Report Server - Power BI,181.0,> 365 days,2021-10-19,2021-10-19
powerbi-docs/developer/embedded/embed-dynamic-binding.md,Connect a Power BI report to a dataset using dynamic binding - Power BI,178.0,> 365 days,2024-06-03,2024-06-03
powerbi-docs/paginated-reports/paginated-reports-embed.md,Embed a paginated report - Power BI,177.0,> 365 days,2023-01-31,2023-01-31
powerbi-docs/collaborate-share/service-monitor-usage-power-bi-datasets-excel.md,Monitor usage of Power BI semantic models in Excel - Power BI,175.0,> 365 days,2023-02-07,
powerbi-docs/transform-model/datamarts/datamarts-administration.md,Administration of datamarts (preview) - Power BI,174.0,> 365 days,2024-10-07,2024-10-07
powerbi-docs/developer/embedded/embedded-multi-geo.md,Multi-Geo support for Power BI embedded analytics - Power BI,173.0,> 365 days,2024-06-03,2024-06-03
powerbi-docs/paginated-reports/report-design/visualizations/add-border-frame-to-chart-report-builder.md,Add a border frame to a chart in Power BI paginated report - Power BI,172.0,> 365 days,2023-04-12,2023-04-12
powerbi-docs/paginated-reports/report-design/create-invoices-forms-lists-report-builder.md,Create invoices and forms with lists in a Power BI paginated report - Power BI,172.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/create-reports/service-dashboard-pin-tile-from-q-and-a.md,How to pin a tile to a dashboard from Q&A - Power BI,169.0,271-365 days,2024-11-05,2024-11-05
powerbi-docs/paginated-reports/report-design/images-report-builder-service.md,Images in Power BI paginated reports - Power BI,168.0,> 365 days,2023-04-17,2023-04-17
powerbi-docs/paginated-reports/report-design/create-matrix-report-builder.md,Create a matrix in a Power BI paginated report - Power BI,166.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/paginated-reports/report-builder/change-map-legends-color-scale-associated-rules-report-builder.md,"Change map legends, color scale, associated rules in a Power BI paginated report - Power BI",164.0,> 365 days,2023-02-13,2023-02-13
powerbi-docs/collaborate-share/service-share-dashboard-that-links-to-excel-onedrive.md,Share dashboard linked to an Excel file in OneDrive - Power BI,164.0,> 365 days,2022-12-07,2022-12-07
powerbi-docs/collaborate-share/service-data-source-impact-analysis.md,Data source impact analysis - Power BI,164.0,> 365 days,2023-01-21,2023-01-21
powerbi-docs/developer/visuals/create-ssl-certificate.md,Create SSL certificates for Power BI visuals - Power BI,163.0,> 365 days,2023-12-08,2023-12-08
powerbi-docs/developer/visuals/visuals-how-to-debug.md,Debug Power BI custom visuals - Power BI,162.0,> 365 days,2024-07-31,2024-07-31
powerbi-docs/developer/visuals/drill-down-support.md,Add drill-down support in Power BI - Power BI,160.0,> 365 days,2024-10-12,2024-10-12
powerbi-docs/paginated-reports/paginated-reports-edit-service.md,Edit a paginated report from the Power BI service using Report Builder - Power BI,160.0,> 365 days,2023-02-08,2023-02-08
powerbi-docs/transform-model/desktop-mobile-barcodes.md,Tag barcode fields in Power BI Desktop - Power BI,158.0,> 365 days,2023-03-13,2023-03-13
powerbi-docs/developer/visuals/selection-api.md,Power BI visual data point selections - Power BI,158.0,> 365 days,2023-12-29,2023-12-29
powerbi-docs/paginated-reports/page-view.md,Set report views for paginated reports in the Power BI service - Power BI,156.0,> 365 days,2023-01-25,2023-01-25
powerbi-docs/paginated-reports/report-design/visualizations/charts-report-builder.md,Charts in Power BI paginated reports - Power BI,154.0,> 365 days,2023-03-17,2023-03-17
powerbi-docs/transform-model/desktop-import-and-display-kpis.md,Import and display KPIs in Power BI - Power BI,153.0,> 365 days,2024-09-30,2024-09-30
powerbi-docs/create-reports/power-bi-create-mobile-optimized-report-initial-layout.md,Create an initial layout - Power BI,152.0,> 365 days,2024-03-25,2024-03-25
powerbi-docs/paginated-reports/report-design/format-report-items-report-builder.md,Format Power BI paginated report items - Power BI,150.0,> 365 days,2023-09-11,2023-09-11
powerbi-docs/developer/embedded/rls-sso.md,Use row-level security with token based identities - Power BI,149.0,271-365 days,2024-11-09,2024-11-09
powerbi-docs/connect-data/service-gateway-enterprise-manage-sap.md,Manage your data source - SAP HANA - Power BI,147.0,> 365 days,2023-02-02,2023-02-02
powerbi-docs/paginated-reports/report-design/understand-groups-report-builder.md,Understand groups in a Power BI paginated report - Power BI,146.0,> 365 days,2023-06-29,2023-06-29
powerbi-docs/developer/visuals/visuals-interactions.md,Visual interactions in Power BI visuals - Power BI,144.0,> 365 days,2024-10-22,2024-10-22
powerbi-docs/paginated-reports/report-design/drillthrough-reports-report-builder.md,Drillthrough reports in a Power BI paginated report - Power BI,144.0,> 365 days,2024-02-08,2024-02-08
powerbi-docs/paginated-reports/report-builder/export-csv-file-report-builder.md,Export Power BI paginated report to a CSV file - Power BI,143.0,> 365 days,2023-02-27,2023-02-27
powerbi-docs/report-server/quickstart-create-paginated-report.md,Create a paginated report for Power BI Report Server - Power BI,142.0,> 365 days,2022-06-22,2022-06-22
powerbi-docs/paginated-reports/report-design/page-layout-rendering-report-builder-service.md,Page layout and rendering in Power BI paginated reports - Power BI,137.0,> 365 days,2023-04-28,2023-04-28
powerbi-docs/paginated-reports/parameters/report-parameters-concepts-report-builder.md,Report parameter concepts in Power BI paginated reports - Power BI,136.0,> 365 days,2023-01-25,2023-01-25
powerbi-docs/paginated-reports/report-design/add-rectangle-container-report-builder.md,Add a rectangle or container to a Power BI paginated report - Power BI,136.0,> 365 days,2023-09-07,2023-09-07
powerbi-docs/paginated-reports/report-design/grouping-pane-report-builder.md,Grouping pane in a Power BI paginated report - Power BI,136.0,> 365 days,2023-06-28,2023-06-28
powerbi-docs/paginated-reports/report-builder/export-image-file-report-builder.md,Export Power BI paginated report to an Image File (Power BI Report Builder) - Power BI,134.0,> 365 days,2023-02-27,2023-02-27
powerbi-docs/developer/visuals/create-r-based-power-bi-desktop.md,Create an R-powered Power BI visual - Power BI,133.0,> 365 days,2024-01-11,2024-01-11
powerbi-docs/developer/visuals/context-menu.md,Add context menu to Power BI custom visual - Power BI,133.0,> 365 days,2024-07-22,2024-07-22
powerbi-docs/developer/visuals/filter-api.md,The Visual Filters API for better embedded BI insights - Power BI,131.0,> 365 days,2024-06-06,2024-06-06
powerbi-docs/paginated-reports/report-design/add-total-group-tablix-data-region-report-builder.md,Add a total to a group or tablix in a Power BI paginated report - Power BI,131.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/paginated-reports/report-design/control-row-column-headings-report-builder.md,Control row & column headings in a Power BI paginated report - Power BI,130.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/developer/visuals/localization.md,Add the locale in Power BI for Power BI visuals - Power BI,127.0,> 365 days,2024-10-10,2024-10-10
powerbi-docs/transform-model/desktop-formula-editor.md,Formula editor in Power BI Desktop - Power BI,126.0,> 365 days,2024-09-30,2024-09-30
powerbi-docs/paginated-reports/web-authoring/filters-paginated-service.md,Add filters when you create paginated reports in the Power BI service - Power BI,126.0,> 365 days,2023-10-09,2023-10-09
powerbi-docs/paginated-reports/report-design/process-large-reports.md,Process large Power BI paginated reports - Power BI,122.0,> 365 days,2023-01-24,2023-01-24
powerbi-docs/paginated-reports/report-design/visualizations/display-percentage-values-pie-chart-report-builder.md,Display percentage values on pie charts in Power BI paginated report - Power BI,121.0,> 365 days,2023-03-17,2023-03-17
powerbi-docs/developer/embedded/service-principal-profile-sdk.md,Use the Power BI SDK with service principal profiles - Power BI,120.0,> 365 days,2024-07-09,2024-07-09
powerbi-docs/paginated-reports/report-design/visualizations/chart-effects-add-3d-effects-report-builder.md,Add 3D effects to a Power BI paginated report chart - Power BI,118.0,> 365 days,2023-04-24,2023-04-24
powerbi-docs/paginated-reports/report-data/add-filter-to-dataset.md,Add a filter to a dataset (Power BI Report Builder) - Power BI,117.0,> 365 days,2023-09-11,2023-09-11
powerbi-docs/developer/visuals/performance-tips.md,Tips for creating quality Power BI custom visuals - Power BI,116.0,> 365 days,2024-05-15,2024-05-15
powerbi-docs/paginated-reports/report-design/sort-data-data-region-report-builder.md,Sort data in a data region in a Power BI paginated report - Power BI,115.0,> 365 days,2023-06-26,2023-06-26
powerbi-docs/collaborate-share/service-power-bi-powerpoint-add-in-national-clouds.md,The Power BI add-in for PowerPoint in national/regional clouds - Power BI,115.0,> 365 days,2024-02-25,2024-02-25
powerbi-docs/create-reports/service-q-and-a-create-featured-questions.md,Create Q&A featured questions for Power BI dashboards - Power BI,114.0,271-365 days,2024-11-05,2024-11-05
powerbi-docs/paginated-reports/parameters/add-change-or-delete-default-values-for-a-report-parameter.md,Add or modify default values for a Power BI paginated report parameter - Power BI,114.0,> 365 days,2023-01-23,2023-01-23
powerbi-docs/paginated-reports/report-design/display-row-column-headers-multiple-pages-report-builder.md,Show row and column headers on multiple pages in a Power BI paginated report - Power BI,110.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/report-server/rendering-extension-support.md,PDF Rendering Extension conformance to ISO 14289-1 - paginated reports - Power BI,108.0,> 365 days,2021-06-24,2021-06-24
powerbi-docs/paginated-reports/paginated-github-integration.md,Git integration with paginated reports - Power BI,108.0,> 365 days,2024-06-28,2024-06-28
powerbi-docs/report-server/always-encrypted-support.md,Always Encrypted in Power BI Report Server - Power BI,106.0,> 365 days,2020-01-22,2020-01-22
powerbi-docs/paginated-reports/report-design/display-page-numbers-other-report-properties-report-builder.md,Display page numbers or other Power BI paginated report properties - Power BI,103.0,> 365 days,2023-06-26,2023-06-26
powerbi-docs/visuals/power-bi-visualization-column-charts-considerations.md,Column chart considerations and limitations - Power BI,103.0,> 365 days,2024-09-23,
powerbi-docs/paginated-reports/report-data/report-data.md,Intro to report data in Power BI Report Builder - Power BI,103.0,> 365 days,2023-09-11,2023-09-11
powerbi-docs/paginated-reports/report-design/add-remove-page-header-footer-report-builder-service.md,Add or remove a page header or footer in a paginated report - Power BI,103.0,> 365 days,2023-03-22,2023-03-22
powerbi-docs/paginated-reports/web-authoring/create-parameters.md,Create parameters for paginated reports in the Power BI service - Power BI,103.0,> 365 days,2024-07-02,2024-07-02
powerbi-docs/paginated-reports/report-builder/relational-query-designer-user-interface-report-builder.md,Relational query designer user interface (Power BI Report Builder) - Power BI,102.0,> 365 days,2023-01-27,2023-01-27
powerbi-docs/paginated-reports/report-design/add-hyperlink-url-report-builder.md,Add a hyperlink to a URL in a Power BI paginated report - Power BI,102.0,> 365 days,2023-06-26,2023-06-26
powerbi-docs/developer/visuals/licensing-api.md,Transactability and license enforcement - Power BI,100.0,271-365 days,2024-11-04,2024-11-04
powerbi-docs/paginated-reports/report-design/visualizations/tree-map-and-sunburst-charts-in-paginated-reports.md,Treemap and sunburst charts in a Power BI paginated report in SQL Server Reporting Services - Power BI,99.0,> 365 days,2023-03-29,2023-03-29
powerbi-docs/paginated-reports/report-builder/maps-report-builder.md,Maps in a Power BI paginated report - Power BI,98.0,> 365 days,2023-02-13,2023-02-13
powerbi-docs/paginated-reports/report-builder-web-proxy-authentication.md,Use default system credentials for web proxy - Power BI,97.0,> 365 days,2023-02-08,2023-02-08
powerbi-docs/paginated-reports/parameters/add-subreport-parameters-report-builder.md,Add a subreport and parameters to a Power BI paginated report - Power BI,97.0,> 365 days,2023-01-23,2023-01-23
powerbi-docs/paginated-reports/paginated-reports-create-embedded-dataset.md,Create an embedded dataset for a Power BI paginated report - Power BI,97.0,> 365 days,2023-01-12,2023-01-12
powerbi-docs/paginated-reports/report-design/page-headers-footers-report-builder-service.md,Page headers and footers in a paginated report - Power BI,96.0,> 365 days,2023-03-22,2023-03-22
powerbi-docs/create-reports/jupyter-quick-report.md,Create a quick report in the Jupyter environment - Power BI,96.0,> 365 days,2024-04-18,2024-04-18
powerbi-docs/developer/visuals/launch-url.md,Create a launch URL in Power BI - Power BI,96.0,> 365 days,2023-12-18,2023-12-18
powerbi-docs/paginated-reports/report-design/format-text-placeholders-report-builder.md,Format text and placeholders in Power BI paginated reports - Power BI,95.0,> 365 days,2023-06-26,2023-06-26
powerbi-docs/developer/visuals/supportsmultivisualselection-feature.md,Apply selection to multiple visuals feature in Power BI - Power BI,95.0,> 365 days,2023-12-19,2023-12-19
powerbi-docs/paginated-reports/parameters/add-cascading-parameters-report-builder.md,Add cascading parameters to a Power BI paginated report - Power BI,95.0,> 365 days,2023-01-23,2023-01-23
powerbi-docs/paginated-reports/report-builder-add-document-map.md,Create a document map or table of contents in paginated reports - Power BI,93.0,> 365 days,2023-09-18,2023-09-18
powerbi-docs/paginated-reports/paginated-reports-embedded-data-source.md,Create embedded data sources for paginated reports in the Power BI service - Power BI,92.0,> 365 days,2023-09-21,2023-09-21
powerbi-docs/developer/embedded/sql-server-analysis-services-embed.md,Embed a report on an on-premises SQL Server Analysis Services (SSAS) - Power BI,89.0,> 365 days,2024-01-23,2024-01-23
powerbi-docs/paginated-reports/paginated-localize-date-parameters.md,Localize date parameters in the Power BI service and Power BI Report Builder - Power BI,87.0,> 365 days,2023-07-21,2023-07-21
powerbi-docs/create-reports/power-bi-visualization-introduction-to-q-and-a.md,Create a Q&A visual in a dashboard - Power BI,87.0,> 365 days,2024-10-22,2024-10-22
powerbi-docs/paginated-reports/report-design/drilldown-action-report-builder.md,Drilldown action in a Power BI paginated report - Power BI,86.0,> 365 days,2023-04-10,2023-04-10
powerbi-docs/paginated-reports/subreports-troubleshoot.md,Troubleshoot subreports in Power BI paginated reports - Power BI,84.0,> 365 days,2023-02-08,2023-02-08
powerbi-docs/paginated-reports/report-design/embed-image-report-report-builder-service.md,Embed an image in a Power BI paginated report - Power BI,83.0,> 365 days,2023-04-17,2023-04-17
powerbi-docs/developer/visuals/format-pane-example.md,Customize the format pane in Power BI custom visuals - Power BI,83.0,> 365 days,2023-12-12,2023-12-12
powerbi-docs/paginated-reports/report-design/add-external-image-report-builder-service.md,Add an external image to a Power BI paginated report - Power BI,82.0,> 365 days,2023-04-17,2023-04-17
powerbi-docs/paginated-reports/parameters/add-change-delete-report-parameter-report-builder.md,Add or modify Power BI paginated report parameters - Power BI,81.0,> 365 days,2023-01-23,2023-01-23
powerbi-docs/paginated-reports/device-info/csv-device-information-settings.md,CSV device information settings for Power BI paginated reports - Power BI,81.0,> 365 days,2023-01-05,2023-01-05
