Path,Title,PageViews,Freshness (report),LastReviewed (report),LastReviewed (file)
powerbi-docs/paginated-reports/paginated-reports-enter-data.md,Enter data directly into a paginated report in Report Builder - Power BI,240.0,> 365 days,2023-01-25,
powerbi-docs/create-reports/service-create-qr-code-for-tile.md,Create a QR code for a tile to use in Power BI mobile apps - Power BI,240.0,> 365 days,2024-10-24,
powerbi-docs/create-reports/service-create-qr-code-for-report.md,Create a QR code for a report to use in Power BI mobile apps - Power BI,239.0,> 365 days,2023-02-07,
powerbi-docs/create-reports/service-metrics-power-automate.md,Use Power Automate to update metrics automatically - Power BI,239.0,271-365 days,2024-11-30,
powerbi-docs/developer/embedded/embed-auto-install-app.md,Automatically install Power BI apps for your organization - Power BI,238.0,271-365 days,2025-01-07,
powerbi-docs/paginated-reports/subreports.md,Subreports in Power BI paginated reports - Power BI,236.0,> 365 days,2023-01-17,
powerbi-docs/paginated-reports/report-design/visualizations/add-moving-average-chart-report-builder.md,Adding a moving average to a chart in Power BI paginated report - Power BI,236.0,271-365 days,2024-11-07,
powerbi-docs/guidance/center-of-excellence-microsoft-business-intelligence-transformation.md,Microsoft's BI transformation - Power BI,235.0,271-365 days,2024-12-30,
powerbi-docs/create-reports/service-insights-optimize.md,Optimize your data for Power BI Quick Insights - Power BI,233.0,> 365 days,2023-02-28,
powerbi-docs/paginated-reports/report-design/visualizations/chart-legend-formatting-report-builder.md,Format the legend on a Power BI paginated report chart - Power BI,233.0,> 365 days,2023-03-17,
powerbi-docs/paginated-reports/report-design/add-page-break-report-builder.md,Add a page break to a Power BI paginated report - Power BI,233.0,> 365 days,2023-06-26,
powerbi-docs/guidance/powerbi-implementation-planning-workspaces-overview.md,Implementation Planning: Workspaces - Power BI,232.0,271-365 days,2024-12-30,
powerbi-docs/guidance/fabric-adoption-roadmap-content-delivery-scope.md,Microsoft Fabric adoption roadmap: Content delivery scope - Power BI,231.0,271-365 days,2024-12-30,
powerbi-docs/guidance/fabric-adoption-roadmap-mentoring-and-user-enablement.md,Microsoft Fabric adoption roadmap: Mentoring and user enablement - Power BI,230.0,271-365 days,2024-12-30,
powerbi-docs/guidance/powerbi-implementation-planning-usage-scenario-departmental-bi.md,Power BI usage scenarios: Departmental BI - Power BI,229.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/parameters/associate-query-parameter-report-parameter-report-builder.md,Associate a query parameter with a report parameter for a paginated report (Power BI Report Builder) - Power BI,228.0,> 365 days,2023-01-25,
powerbi-docs/guidance/paginated-report-cascading-parameter.md,Use cascading parameters in paginated reports - Power BI,226.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/report-design/visualizations/pie-charts-report-builder.md,Pie charts in Power BI paginated reports - Power BI,226.0,> 365 days,2023-04-24,
powerbi-docs/visuals/power-bi-visualization-move-and-resize.md,"Move, resize, and pop out a visualization - Power BI",224.0,> 365 days,2023-01-03,
powerbi-docs/paginated-reports/report-data/oracle-connection-type.md,Oracle connection type (Power BI Report Builder) - Power BI,224.0,> 365 days,2023-10-09,
powerbi-docs/connect-data/service-connect-to-zendesk.md,Connect to Zendesk with Power BI - Power BI,222.0,> 365 days,2023-07-25,
powerbi-docs/developer/visuals/authentication-api.md,The authentication API in Power BI custom visuals - Power BI,222.0,> 365 days,2024-06-26,
powerbi-docs/paginated-reports/report-design/drillthrough-drilldown-subreports-nested-data-regions.md,"Drillthrough, drilldown, subreports, and nested data regions in a Power BI paginated report - Power BI",220.0,> 365 days,2023-04-10,
powerbi-docs/developer/embedded/qanda.md,Q&A in Power BI embedded analytics - Power BI,219.0,271-365 days,2025-02-02,
powerbi-docs/paginated-reports/parameters/add-multi-value-parameter-to-report.md,Add a multi-value parameter to a paginated report - Power BI,218.0,> 365 days,2023-06-28,
powerbi-docs/paginated-reports/web-authoring/paginated-formatted-table.md,Create paginated reports that you can export in the Power BI service (Preview) - Power BI,217.0,> 365 days,2024-10-16,
powerbi-docs/guidance/powerbi-implementation-planning-security-overview.md,Power BI implementation planning: Security - Power BI,217.0,271-365 days,2024-12-30,
powerbi-docs/report-server/mobile-oauth-ssrs.md,Connect to Power BI Report Server and SSRS from Power BI mobile applications - Power BI,213.0,> 365 days,2024-08-29,
powerbi-docs/developer/visuals/sort-options.md,Sorting options for Power BI visuals - Power BI,212.0,> 365 days,2024-10-12,
powerbi-docs/create-reports/power-bi-create-mobile-optimized-report-format-visuals.md,Optimize visual formatting for mobile layout - Power BI,210.0,> 365 days,2024-03-25,
powerbi-docs/developer/visuals/unit-tests-introduction.md,Introduction to unit tests for Power BI visual projects - Power BI,210.0,271-365 days,2024-12-01,
powerbi-docs/paginated-reports/expressions/report-builder-expressions.md,Expressions in Power BI Report Builder - Power BI,210.0,> 365 days,2023-01-18,
powerbi-docs/paginated-reports/report-design/tables-report-builder.md,Tables in Power BI paginated reports - Power BI,208.0,> 365 days,2023-10-03,
powerbi-docs/guidance/powerbi-implementation-planning-integration-with-other-services.md,Power BI implementation planning: Integration with Other Services - Power BI,207.0,271-365 days,2024-12-30,
powerbi-docs/guidance/fabric-adoption-roadmap-system-oversight.md,Microsoft Fabric adoption roadmap: System oversight - Power BI,205.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/report-builder/export-pdf-file-report-builder.md,Export Power BI paginated report to a PDF File (Power BI Report Builder) - Power BI,205.0,> 365 days,2024-08-26,
powerbi-docs/paginated-reports/report-design/change-row-height-column-width-report-builder.md,Change row height or column width in a Power BI paginated report - Power BI,202.0,> 365 days,2023-10-03,
powerbi-docs/consumer/mobile/mobile-apps-deep-link-specific-location.md,Create a link to a specific location in the Power BI mobile apps - Power BI,201.0,271-365 days,2024-12-02,
powerbi-docs/developer/embedded/paginated-reports-row-level-security.md,Use row-level security when embedding paginated reports - Power BI,198.0,> 365 days,2024-06-04,
powerbi-docs/paginated-reports/report-builder-design-tips.md,Design tips for reports in Power BI Report Builder - Power BI,196.0,> 365 days,2023-01-18,
powerbi-docs/report-server/getting-around.md,Manage content in the Power BI Report Server web portal - Power BI,195.0,> 365 days,2018-05-24,
powerbi-docs/guidance/powerbi-implementation-planning-adoption-tracking.md,Power BI implementation planning: Adoption tracking - Power BI,192.0,271-365 days,2024-12-30,
powerbi-docs/collaborate-share/service-power-bi-get-started-third-party-apps.md,Work with third-party apps in Power BI - Power BI,192.0,> 365 days,2024-06-02,
powerbi-docs/guidance/powerbi-implementation-planning-usage-scenario-self-service-content-publishing.md,Power BI usage scenarios: Self-service content publishing - Power BI,192.0,271-365 days,2024-12-30,
powerbi-docs/developer/embedded/azure-pbie-pause-start.md,Pause and start your Power BI Embedded capacity in the Azure portal - Power BI,192.0,271-365 days,2025-01-19,
powerbi-docs/transform-model/datamarts/datamarts-understand.md,Understand datamarts (preview) - Power BI,187.0,> 365 days,2024-10-07,
powerbi-docs/guidance/powerbi-implementation-planning-content-lifecycle-management-retire-archive.md,Power BI implementation planning: Retire and archive content - Power BI,186.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/report-builder/export-microsoft-word-report-builder.md,Export Power BI paginated report to Microsoft Word (Power BI Report Builder) - Power BI,184.0,> 365 days,2023-09-20,
powerbi-docs/paginated-reports/report-design/visualizations/chart-legend-change-item-text-report-builder.md,Change the text of a legend item in Power BI paginated report - Power BI,182.0,> 365 days,2023-03-28,
powerbi-docs/guidance/powerbi-implementation-planning-usage-scenario-self-service-real-time-analytics.md,Power BI usage scenarios: Self-service real-time analytics - Power BI,182.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/report-builder-planning-report.md,Plan a paginated report in Power BI Report Builder - Power BI,181.0,> 365 days,2023-01-26,
powerbi-docs/report-server/excel-oos.md,Host Excel workbooks using Office Online Server (OOS) - Power BI Report Server - Power BI,181.0,> 365 days,2021-10-19,
powerbi-docs/developer/embedded/embed-dynamic-binding.md,Connect a Power BI report to a dataset using dynamic binding - Power BI,178.0,> 365 days,2024-06-03,
powerbi-docs/paginated-reports/paginated-reports-embed.md,Embed a paginated report - Power BI,177.0,> 365 days,2023-01-31,
powerbi-docs/guidance/powerbi-implementation-planning-data-loss-prevention.md,Power BI implementation planning: Data loss prevention for Power BI - Power BI,176.0,271-365 days,2024-12-30,
powerbi-docs/guidance/fabric-adoption-roadmap-community-of-practice.md,Microsoft Fabric adoption roadmap: Community of practice - Power BI,176.0,271-365 days,2024-12-30,
powerbi-docs/collaborate-share/service-monitor-usage-power-bi-datasets-excel.md,Monitor usage of Power BI semantic models in Excel - Power BI,175.0,> 365 days,2023-02-07,
powerbi-docs/transform-model/datamarts/datamarts-administration.md,Administration of datamarts (preview) - Power BI,174.0,> 365 days,2024-10-07,
powerbi-docs/developer/embedded/embedded-multi-geo.md,Multi-Geo support for Power BI embedded analytics - Power BI,173.0,> 365 days,2024-06-03,
powerbi-docs/create-reports/service-goals-view-hierarchies.md,View hierarchies in Power BI Scorecards - Power BI,172.0,271-365 days,2024-11-30,
powerbi-docs/paginated-reports/report-design/visualizations/add-border-frame-to-chart-report-builder.md,Add a border frame to a chart in Power BI paginated report - Power BI,172.0,> 365 days,2023-04-12,
powerbi-docs/paginated-reports/report-design/create-invoices-forms-lists-report-builder.md,Create invoices and forms with lists in a Power BI paginated report - Power BI,172.0,> 365 days,2023-10-03,
powerbi-docs/guidance/fabric-adoption-roadmap-business-alignment.md,Microsoft Fabric adoption roadmap: Business alignment - Power BI,171.0,271-365 days,2024-12-30,
powerbi-docs/create-reports/service-dashboard-pin-tile-from-q-and-a.md,How to pin a tile to a dashboard from Q&A - Power BI,169.0,271-365 days,2024-11-05,
powerbi-docs/paginated-reports/report-design/images-report-builder-service.md,Images in Power BI paginated reports - Power BI,168.0,> 365 days,2023-04-17,
powerbi-docs/create-reports/service-goals-subscriptions.md,Create email subscriptions for your scorecards in Power BI (preview) - Power BI,167.0,271-365 days,2024-12-10,
powerbi-docs/paginated-reports/report-design/create-matrix-report-builder.md,Create a matrix in a Power BI paginated report - Power BI,166.0,> 365 days,2023-10-03,
powerbi-docs/create-reports/service-goals-linked-goals.md,Create linked goals in the Power BI service - Power BI,165.0,271-365 days,2024-11-30,
powerbi-docs/paginated-reports/report-builder/change-map-legends-color-scale-associated-rules-report-builder.md,"Change map legends, color scale, associated rules in a Power BI paginated report - Power BI",164.0,> 365 days,2023-02-13,
powerbi-docs/collaborate-share/service-share-dashboard-that-links-to-excel-onedrive.md,Share dashboard linked to an Excel file in OneDrive - Power BI,164.0,> 365 days,2022-12-07,
powerbi-docs/collaborate-share/service-data-source-impact-analysis.md,Data source impact analysis - Power BI,164.0,> 365 days,2023-01-21,
powerbi-docs/developer/visuals/create-ssl-certificate.md,Create SSL certificates for Power BI visuals - Power BI,163.0,> 365 days,2023-12-08,
powerbi-docs/developer/visuals/visuals-how-to-debug.md,Debug Power BI custom visuals - Power BI,162.0,> 365 days,2024-07-31,
powerbi-docs/consumer/end-user-related.md,"See related content from dashboards, reports, and semantic models - Power BI",162.0,271-365 days,2025-01-09,
powerbi-docs/developer/visuals/drill-down-support.md,Add drill-down support in Power BI - Power BI,160.0,> 365 days,2024-10-12,
powerbi-docs/paginated-reports/paginated-reports-edit-service.md,Edit a paginated report from the Power BI service using Report Builder - Power BI,160.0,> 365 days,2023-02-08,
powerbi-docs/transform-model/desktop-mobile-barcodes.md,Tag barcode fields in Power BI Desktop - Power BI,158.0,> 365 days,2023-03-13,
powerbi-docs/developer/visuals/selection-api.md,Power BI visual data point selections - Power BI,158.0,> 365 days,2023-12-29,
powerbi-docs/paginated-reports/page-view.md,Set report views for paginated reports in the Power BI service - Power BI,156.0,> 365 days,2023-01-25,
powerbi-docs/create-reports/service-goals-check-in.md,Stay on top of your goals in Power BI - Power BI,155.0,271-365 days,2024-12-11,
powerbi-docs/guidance/powerbi-migration-requirements.md,Gather requirements to migrate to Power BI - Power BI,155.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/report-design/visualizations/charts-report-builder.md,Charts in Power BI paginated reports - Power BI,154.0,> 365 days,2023-03-17,
powerbi-docs/transform-model/desktop-import-and-display-kpis.md,Import and display KPIs in Power BI - Power BI,153.0,> 365 days,2024-09-30,
powerbi-docs/guidance/powerbi-implementation-planning-usage-scenario-personal-bi.md,Power BI usage scenarios: Personal BI - Power BI,153.0,271-365 days,2024-12-30,
powerbi-docs/create-reports/power-bi-create-mobile-optimized-report-initial-layout.md,Create an initial layout - Power BI,152.0,> 365 days,2024-03-25,
powerbi-docs/paginated-reports/report-design/format-report-items-report-builder.md,Format Power BI paginated report items - Power BI,150.0,> 365 days,2023-09-11,
powerbi-docs/developer/embedded/rls-sso.md,Use row-level security with token based identities - Power BI,149.0,271-365 days,2024-11-09,
powerbi-docs/guidance/fabric-adoption-roadmap-executive-sponsorship.md,Microsoft Fabric adoption roadmap: Executive sponsorship - Power BI,147.0,271-365 days,2024-12-30,
powerbi-docs/connect-data/service-gateway-enterprise-manage-sap.md,Manage your data source - SAP HANA - Power BI,147.0,> 365 days,2023-02-02,
powerbi-docs/guidance/powerbi-implementation-planning-auditing-monitoring-data-level-auditing.md,Power BI implementation planning: Data-level auditing - Power BI,147.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/report-design/understand-groups-report-builder.md,Understand groups in a Power BI paginated report - Power BI,146.0,> 365 days,2023-06-29,
powerbi-docs/developer/visuals/visuals-interactions.md,Visual interactions in Power BI visuals - Power BI,144.0,> 365 days,2024-10-22,
powerbi-docs/paginated-reports/report-design/drillthrough-reports-report-builder.md,Drillthrough reports in a Power BI paginated report - Power BI,144.0,> 365 days,2024-02-08,
powerbi-docs/guidance/fabric-adoption-roadmap-change-management.md,Microsoft Fabric adoption roadmap: Change management - Power BI,144.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/report-builder/export-csv-file-report-builder.md,Export Power BI paginated report to a CSV file - Power BI,143.0,> 365 days,2023-02-27,
powerbi-docs/report-server/quickstart-create-paginated-report.md,Create a paginated report for Power BI Report Server - Power BI,142.0,> 365 days,2022-06-22,
powerbi-docs/guidance/powerbi-implementation-planning-usage-scenario-team-bi.md,Power BI usage scenarios: Team BI - Power BI,142.0,271-365 days,2024-12-30,
powerbi-docs/create-reports/service-goals-subgoals.md,Create subgoals in the Power BI service - Power BI,140.0,271-365 days,2024-12-10,
powerbi-docs/guidance/powerbi-implementation-planning-user-tools-devices.md,Power BI implementation planning: User tools and devices - Power BI,138.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/report-design/page-layout-rendering-report-builder-service.md,Page layout and rendering in Power BI paginated reports - Power BI,137.0,> 365 days,2023-04-28,
powerbi-docs/paginated-reports/parameters/report-parameters-concepts-report-builder.md,Report parameter concepts in Power BI paginated reports - Power BI,136.0,> 365 days,2023-01-25,
powerbi-docs/paginated-reports/report-design/add-rectangle-container-report-builder.md,Add a rectangle or container to a Power BI paginated report - Power BI,136.0,> 365 days,2023-09-07,
powerbi-docs/paginated-reports/report-design/grouping-pane-report-builder.md,Grouping pane in a Power BI paginated report - Power BI,136.0,> 365 days,2023-06-28,
powerbi-docs/paginated-reports/report-builder/export-image-file-report-builder.md,Export Power BI paginated report to an Image File (Power BI Report Builder) - Power BI,134.0,> 365 days,2023-02-27,
powerbi-docs/developer/visuals/create-r-based-power-bi-desktop.md,Create an R-powered Power BI visual - Power BI,133.0,> 365 days,2024-01-11,
powerbi-docs/developer/visuals/context-menu.md,Add context menu to Power BI custom visual - Power BI,133.0,> 365 days,2024-07-22,
powerbi-docs/guidance/powerbi-implementation-planning-usage-scenario-prototyping-and-sharing.md,Power BI usage scenarios: Prototyping and sharing - Power BI,132.0,271-365 days,2024-12-30,
powerbi-docs/developer/visuals/filter-api.md,The Visual Filters API for better embedded BI insights - Power BI,131.0,> 365 days,2024-06-06,
powerbi-docs/paginated-reports/report-design/add-total-group-tablix-data-region-report-builder.md,Add a total to a group or tablix in a Power BI paginated report - Power BI,131.0,> 365 days,2023-10-03,
powerbi-docs/guidance/powerbi-migration-pre-migration-steps.md,Prepare to migrate to Power BI - Power BI,131.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/report-design/control-row-column-headings-report-builder.md,Control row & column headings in a Power BI paginated report - Power BI,130.0,> 365 days,2023-10-03,
powerbi-docs/create-reports/service-goals-status-rules.md,Automate status rules for goals in Power BI - Power BI,128.0,271-365 days,2024-11-30,
powerbi-docs/developer/visuals/localization.md,Add the locale in Power BI for Power BI visuals - Power BI,127.0,> 365 days,2024-10-10,
powerbi-docs/transform-model/desktop-formula-editor.md,Formula editor in Power BI Desktop - Power BI,126.0,> 365 days,2024-09-30,
powerbi-docs/guidance/powerbi-implementation-planning-security-content-creator-planning.md,Power BI implementation planning: Content creator security planning - Power BI,126.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/web-authoring/filters-paginated-service.md,Add filters when you create paginated reports in the Power BI service - Power BI,126.0,> 365 days,2023-10-09,
powerbi-docs/guidance/powerbi-implementation-planning-auditing-monitoring-report-level-auditing.md,Power BI implementation planning: Report-level auditing - Power BI,124.0,271-365 days,2024-12-30,
powerbi-docs/guidance/powerbi-implementation-planning-bi-strategy-bi-tactical-planning.md,Power BI implementation planning: BI tactical planning - Power BI,123.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/report-design/process-large-reports.md,Process large Power BI paginated reports - Power BI,122.0,> 365 days,2023-01-24,
powerbi-docs/paginated-reports/report-design/visualizations/display-percentage-values-pie-chart-report-builder.md,Display percentage values on pie charts in Power BI paginated report - Power BI,121.0,> 365 days,2023-03-17,
powerbi-docs/developer/embedded/service-principal-profile-sdk.md,Use the Power BI SDK with service principal profiles - Power BI,120.0,> 365 days,2024-07-09,
powerbi-docs/paginated-reports/report-design/visualizations/chart-effects-add-3d-effects-report-builder.md,Add 3D effects to a Power BI paginated report chart - Power BI,118.0,> 365 days,2023-04-24,
powerbi-docs/paginated-reports/report-data/add-filter-to-dataset.md,Add a filter to a dataset (Power BI Report Builder) - Power BI,117.0,> 365 days,2023-09-11,
powerbi-docs/guidance/powerbi-implementation-planning-auditing-monitoring-tenant-level-monitoring.md,Power BI implementation planning: Tenant-level monitoring - Power BI,117.0,271-365 days,2024-12-30,
powerbi-docs/developer/visuals/performance-tips.md,Tips for creating quality Power BI custom visuals - Power BI,116.0,> 365 days,2024-05-15,
powerbi-docs/paginated-reports/report-design/sort-data-data-region-report-builder.md,Sort data in a data region in a Power BI paginated report - Power BI,115.0,> 365 days,2023-06-26,
powerbi-docs/developer/visuals/total-subtotal-api.md,Introduction to the total and subtotal API in Power BI visual - Power BI,115.0,271-365 days,2024-11-22,
powerbi-docs/collaborate-share/service-power-bi-powerpoint-add-in-national-clouds.md,The Power BI add-in for PowerPoint in national/regional clouds - Power BI,115.0,> 365 days,2024-02-25,
powerbi-docs/create-reports/service-q-and-a-create-featured-questions.md,Create Q&A featured questions for Power BI dashboards - Power BI,114.0,271-365 days,2024-11-05,
powerbi-docs/paginated-reports/parameters/add-change-or-delete-default-values-for-a-report-parameter.md,Add or modify default values for a Power BI paginated report parameter - Power BI,114.0,> 365 days,2023-01-23,
powerbi-docs/developer/visuals/power-bi-custom-visuals-troubleshoot.md,Troubleshooting Power BI developer environment setup - Power BI,112.0,271-365 days,2024-12-21,
powerbi-docs/create-reports/service-goals-move.md,"Arrange columns, goals, and scorecards - Power BI",111.0,271-365 days,2024-12-10,
powerbi-docs/paginated-reports/report-design/display-row-column-headers-multiple-pages-report-builder.md,Show row and column headers on multiple pages in a Power BI paginated report - Power BI,110.0,> 365 days,2023-10-03,
powerbi-docs/report-server/rendering-extension-support.md,PDF Rendering Extension conformance to ISO 14289-1 - paginated reports - Power BI,108.0,> 365 days,2021-06-24,
powerbi-docs/paginated-reports/paginated-github-integration.md,Git integration with paginated reports - Power BI,108.0,> 365 days,2024-06-28,
powerbi-docs/report-server/always-encrypted-support.md,Always Encrypted in Power BI Report Server - Power BI,106.0,> 365 days,2020-01-22,
powerbi-docs/paginated-reports/report-design/display-page-numbers-other-report-properties-report-builder.md,Display page numbers or other Power BI paginated report properties - Power BI,103.0,> 365 days,2023-06-26,
powerbi-docs/visuals/power-bi-visualization-column-charts-considerations.md,Column chart considerations and limitations - Power BI,103.0,> 365 days,2024-09-23,
powerbi-docs/paginated-reports/report-data/report-data.md,Intro to report data in Power BI Report Builder - Power BI,103.0,> 365 days,2023-09-11,
powerbi-docs/paginated-reports/report-design/add-remove-page-header-footer-report-builder-service.md,Add or remove a page header or footer in a paginated report - Power BI,103.0,> 365 days,2023-03-22,
powerbi-docs/paginated-reports/web-authoring/create-parameters.md,Create parameters for paginated reports in the Power BI service - Power BI,103.0,> 365 days,2024-07-02,
powerbi-docs/paginated-reports/report-builder/relational-query-designer-user-interface-report-builder.md,Relational query designer user interface (Power BI Report Builder) - Power BI,102.0,> 365 days,2023-01-27,
powerbi-docs/paginated-reports/report-design/add-hyperlink-url-report-builder.md,Add a hyperlink to a URL in a Power BI paginated report - Power BI,102.0,> 365 days,2023-06-26,
powerbi-docs/create-reports/service-goals-custom-status.md,Customize statuses on your scorecard - Power BI,100.0,271-365 days,2024-11-30,
powerbi-docs/developer/visuals/licensing-api.md,Transactability and license enforcement - Power BI,100.0,271-365 days,2024-11-04,
powerbi-docs/create-reports/service-goals-hierarchies-scenarios.md,Scenarios: When to use hierarchies in Power BI scorecards - Power BI,100.0,271-365 days,2024-11-30,
powerbi-docs/paginated-reports/report-design/visualizations/tree-map-and-sunburst-charts-in-paginated-reports.md,Treemap and sunburst charts in a Power BI paginated report in SQL Server Reporting Services - Power BI,99.0,> 365 days,2023-03-29,
powerbi-docs/paginated-reports/report-builder/maps-report-builder.md,Maps in a Power BI paginated report - Power BI,98.0,> 365 days,2023-02-13,
powerbi-docs/guidance/migrate-azure-analysis-services-to-powerbi-premium-migration-scenarios.md,Migrate from Azure Analysis Services to Power BI Premium: Migration scenarios - Power BI,98.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/report-builder-web-proxy-authentication.md,Use default system credentials for web proxy - Power BI,97.0,> 365 days,2023-02-08,
powerbi-docs/paginated-reports/parameters/add-subreport-parameters-report-builder.md,Add a subreport and parameters to a Power BI paginated report - Power BI,97.0,> 365 days,2023-01-23,
powerbi-docs/paginated-reports/paginated-reports-create-embedded-dataset.md,Create an embedded dataset for a Power BI paginated report - Power BI,97.0,> 365 days,2023-01-12,
powerbi-docs/guidance/powerbi-migration-proof-of-concept.md,Conduct proof of concept to migrate to Power BI - Power BI,97.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/report-design/page-headers-footers-report-builder-service.md,Page headers and footers in a paginated report - Power BI,96.0,> 365 days,2023-03-22,
powerbi-docs/create-reports/jupyter-quick-report.md,Create a quick report in the Jupyter environment - Power BI,96.0,> 365 days,2024-04-18,
powerbi-docs/create-reports/service-goals-set-permissions.md,Protect your scorecards with goal-level permissions - Power BI,96.0,271-365 days,2024-12-10,
powerbi-docs/developer/visuals/launch-url.md,Create a launch URL in Power BI - Power BI,96.0,> 365 days,2023-12-18,
powerbi-docs/paginated-reports/report-design/format-text-placeholders-report-builder.md,Format text and placeholders in Power BI paginated reports - Power BI,95.0,> 365 days,2023-06-26,
powerbi-docs/developer/visuals/supportsmultivisualselection-feature.md,Apply selection to multiple visuals feature in Power BI - Power BI,95.0,> 365 days,2023-12-19,
powerbi-docs/paginated-reports/parameters/add-cascading-parameters-report-builder.md,Add cascading parameters to a Power BI paginated report - Power BI,95.0,> 365 days,2023-01-23,
powerbi-docs/guidance/powerbi-implementation-planning-info-protection.md,Power BI implementation planning: Information protection for Power BI - Power BI,94.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/report-builder-add-document-map.md,Create a document map or table of contents in paginated reports - Power BI,93.0,> 365 days,2023-09-18,
powerbi-docs/guidance/powerbi-migration-create-validate-content.md,Create content to migrate to Power BI - Power BI,93.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/paginated-reports-embedded-data-source.md,Create embedded data sources for paginated reports in the Power BI service - Power BI,92.0,> 365 days,2023-09-21,
powerbi-docs/developer/visuals/advanced-edit-mode.md,Advanced edit mode in Power BI visuals - Power BI,90.0,271-365 days,2025-02-05,
powerbi-docs/developer/embedded/sql-server-analysis-services-embed.md,Embed a report on an on-premises SQL Server Analysis Services (SSAS) - Power BI,89.0,> 365 days,2024-01-23,
powerbi-docs/guidance/fabric-adoption-roadmap-user-support.md,Microsoft Fabric adoption roadmap: User support - Power BI,89.0,271-365 days,2024-12-30,
powerbi-docs/guidance/powerbi-implementation-planning-info-protection-data-loss-prevention-overview.md,Power BI implementation planning: Information protection and data loss prevention - Power BI,88.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/paginated-localize-date-parameters.md,Localize date parameters in the Power BI service and Power BI Report Builder - Power BI,87.0,> 365 days,2023-07-21,
powerbi-docs/create-reports/power-bi-visualization-introduction-to-q-and-a.md,Create a Q&A visual in a dashboard - Power BI,87.0,> 365 days,2024-10-22,
powerbi-docs/paginated-reports/report-design/drilldown-action-report-builder.md,Drilldown action in a Power BI paginated report - Power BI,86.0,> 365 days,2023-04-10,
powerbi-docs/paginated-reports/subreports-troubleshoot.md,Troubleshoot subreports in Power BI paginated reports - Power BI,84.0,> 365 days,2023-02-08,
powerbi-docs/paginated-reports/report-design/embed-image-report-report-builder-service.md,Embed an image in a Power BI paginated report - Power BI,83.0,> 365 days,2023-04-17,
powerbi-docs/guidance/fabric-adoption-roadmap-conclusion.md,Microsoft Fabric adoption roadmap conclusion - Power BI,83.0,271-365 days,2024-12-30,
powerbi-docs/developer/visuals/format-pane-example.md,Customize the format pane in Power BI custom visuals - Power BI,83.0,> 365 days,2023-12-12,
powerbi-docs/guidance/report-paginated-image.md,Image use guidance for paginated reports - Power BI,82.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/report-design/add-external-image-report-builder-service.md,Add an external image to a Power BI paginated report - Power BI,82.0,> 365 days,2023-04-17,
powerbi-docs/guidance/powerbi-migration-planning.md,Plan deployment to migrate to Power BI - Power BI,82.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/parameters/add-change-delete-report-parameter-report-builder.md,Add or modify Power BI paginated report parameters - Power BI,81.0,> 365 days,2023-01-23,
powerbi-docs/paginated-reports/device-info/csv-device-information-settings.md,CSV device information settings for Power BI paginated reports - Power BI,81.0,> 365 days,2023-01-05,
powerbi-docs/paginated-reports/expressions/expression-uses-reports-report-builder.md,Expression uses in Power BI paginated reports - Power BI,80.0,> 365 days,2023-09-21,
powerbi-docs/paginated-reports/report-design/tablix-data-region-report-builder.md,Tablix data region in a Power BI paginated report - Power BI,79.0,> 365 days,2023-09-26,
powerbi-docs/developer/visuals/utils-formatting.md,Introduction to use formatting utils in Power BI visual - Power BI,78.0,> 365 days,2024-10-10,
powerbi-docs/paginated-reports/report-design/visualizations/empty-null-data-points-charts-report-builder.md,Empty and null data points in Power BI paginated report charts - Power BI,78.0,> 365 days,2023-03-17,
powerbi-docs/developer/visuals/formatting-model-dropdown.md,Dropdown formatting slice - Power BI,77.0,271-365 days,2024-12-12,
powerbi-docs/paginated-reports/report-design/textbox/set-text-box-orientation-report-builder-and-service.md,Set text box orientation in a Power BI paginated report - Power BI,77.0,> 365 days,2023-01-26,
powerbi-docs/developer/visuals/visual-display-warning-icon.md,Power BI visuals display warning icon - Power BI,77.0,> 365 days,2024-03-16,
powerbi-docs/paginated-reports/report-builder/add-change-delete-map-map-layer-report-builder.md,"Add, change, or delete a map or map layer in a Power BI paginated report - Power BI",76.0,> 365 days,2023-11-30,
powerbi-docs/paginated-reports/paginated-reports-diagnostics.md,View diagnostics  for Power BI paginated reports - Power BI,76.0,> 365 days,2023-06-19,
