Path,Title,PageViews,Freshness (report),LastReviewed (report),LastReviewed (file)
powerbi-docs/guidance/powerbi-migration-overview.md,Power BI migration overview - Power BI,748.0,271-365 days,2024-12-30,
powerbi-docs/developer/embedded/change-permissions.md,Edit your Microsoft Entra app's permission settings - Power BI,747.0,> 365 days,2024-10-21,
powerbi-docs/visuals/service-getting-started-with-color-formatting-and-axis-properties.md,Get started formatting report visualizations - Power BI,743.0,> 365 days,2023-12-19,
powerbi-docs/create-reports/service-insights.md,Generate data insights on your semantic model automatically - Power BI,743.0,> 365 days,2023-01-19,
powerbi-docs/collaborate-share/dynamic-subscriptions.md,Create a dynamic subscription for a paginated report - Power BI,738.0,> 365 days,2024-01-08,
powerbi-docs/developer/embedded/embed-paginated-reports.md,Embed paginated reports in your embedded analytics app - Power BI,733.0,271-365 days,2025-02-02,
powerbi-docs/transform-model/desktop-data-categorization.md,Data categorization in Power BI Desktop - Power BI,729.0,> 365 days,2024-07-25,
powerbi-docs/connect-data/desktop-connect-to-web.md,Connect to a webpage from Power BI Desktop - Power BI,724.0,> 365 days,2024-07-25,
powerbi-docs/connect-data/desktop-python-ide.md,Use an external Python IDE with Power BI - Power BI,722.0,> 365 days,2023-01-12,
powerbi-docs/guidance/using-rdl-migration-tool.md,Using the RDL Migration tool - Power BI,722.0,271-365 days,2024-12-30,
powerbi-docs/developer/visuals/custom-visual-licenses.md,License models for Power BI AppSource visuals - Power BI,712.0,> 365 days,2024-06-05,
powerbi-docs/connect-data/service-comma-separated-value-files.md,Get data from comma separated value (CSV) files - Power BI,705.0,> 365 days,2024-01-17,
powerbi-docs/connect-data/desktop-analysis-services-tabular-data.md,Connect to Analysis Services data in Power BI Desktop - Power BI,696.0,> 365 days,2024-07-25,
powerbi-docs/guidance/powerbi-implementation-planning-usage-scenario-advanced-data-model-management.md,Power BI usage scenarios: Advanced data model management - Power BI,695.0,271-365 days,2024-12-30,
powerbi-docs/connect-data/service-admin-troubleshooting-power-bi-personal-gateway.md,Troubleshoot Power BI gateway (personal mode) - Power BI,689.0,> 365 days,2024-05-28,
powerbi-docs/paginated-reports/parameters/pass-report-parameter-url.md,Pass a report parameter within a URL for a Power BI paginated report - Power BI,686.0,> 365 days,2023-01-25,
powerbi-docs/create-reports/end-user-show-data.md,Show the data that was used to create the report visual - Power BI,677.0,271-365 days,2025-01-01,
powerbi-docs/connect-data/service-connect-to-services.md,Connect to the services you use with Power BI - Power BI,675.0,> 365 days,2024-07-26,
powerbi-docs/guidance/powerbi-implementation-planning-content-lifecycle-management-overview.md,Power BI implementation planning: Content lifecycle management - Power BI,670.0,271-365 days,2024-12-30,
powerbi-docs/collaborate-share/end-user-shared-with-me.md,Display the dashboards and reports that others share with me - Power BI,667.0,271-365 days,2025-01-06,
powerbi-docs/guidance/composite-model-guidance.md,Composite model guidance in Power BI Desktop - Power BI,659.0,271-365 days,2024-12-30,
powerbi-docs/guidance/report-paginated-or-power-bi.md,When to use paginated reports in Power BI - Power BI,657.0,271-365 days,2024-12-30,
powerbi-docs/collaborate-share/service-share-reports.md,Share a filtered Power BI report - Power BI,657.0,> 365 days,2023-06-22,
powerbi-docs/guidance/fabric-adoption-roadmap-maturity-levels.md,Microsoft Fabric adoption roadmap maturity levels - Power BI,653.0,271-365 days,2024-12-30,
powerbi-docs/guidance/powerbi-implementation-planning-tenant-administration.md,Power BI implementation planning: Tenant administration - Power BI,645.0,271-365 days,2024-12-30,
powerbi-docs/transform-model/desktop-measure-copilot-descriptions.md,Use Copilot to create measure descriptions - Power BI,640.0,> 365 days,2024-04-10,
powerbi-docs/natural-language/q-and-a-tooling-intro.md,Intro to Q&A tooling to train Power BI Q&A (preview) - Power BI,638.0,> 365 days,2023-11-02,
powerbi-docs/guidance/powerbi-implementation-planning-content-lifecycle-management-deploy.md,Power BI implementation planning: Deploy content - Power BI,631.0,271-365 days,2024-12-30,
powerbi-docs/create-reports/service-goals-get-started-hierarchies.md,Get started with hierarchies in Power BI Scorecards - Power BI,625.0,271-365 days,2024-11-30,
powerbi-docs/connect-data/real-time-intelligence-sample.md,Try a Real-Time Intelligence sample - Power BI,625.0,> 365 days,2024-09-19,
powerbi-docs/report-server/install-report-builder.md,Install Microsoft Report Builder - Power BI Report Server - Power BI,624.0,> 365 days,2023-01-19,
powerbi-docs/developer/visuals/power-bi-custom-visuals-organization.md,Organization visuals in Power BI - Power BI,623.0,> 365 days,2024-02-27,
powerbi-docs/create-reports/power-bi-create-mobile-optimized-report-order-layers.md,Rearrange visual layering - Power BI,619.0,> 365 days,2024-07-26,
powerbi-docs/developer/visuals/about-dialog.md,Power BI visuals About dialog - Power BI,616.0,> 365 days,2024-07-15,
powerbi-docs/report-server/microsoft-entra-application-proxy.md,Configure Power BI Report Server with Microsoft Entra application proxy - Power BI,610.0,> 365 days,2024-07-18,
powerbi-docs/report-server/developer-handbook-overview.md,"Developer handbook overview, Power BI Report Server - Power BI",607.0,> 365 days,2017-11-01,
powerbi-docs/paginated-reports/paginated-reports-data-sources.md,Supported data sources for Power BI paginated reports - Power BI,604.0,> 365 days,2024-08-26,
powerbi-docs/create-reports/service-add-hyperlink-to-text-box.md,Add a hyperlink to a text box in a report - Power BI,603.0,> 365 days,2024-06-21,
powerbi-docs/connect-data/service-gateway-enterprise-manage-sql.md,Manage a SQL Server data source - Power BI,598.0,> 365 days,2024-06-28,
powerbi-docs/developer/visuals/create-react-visual.md,Create a React-based visual for Power . - Power BI,597.0,> 365 days,2024-10-12,
powerbi-docs/create-reports/service-report-create-new.md,Create a report from an Excel file in the Power BI service  - Power BI,595.0,> 365 days,2023-04-03,
powerbi-docs/visuals/power-bi-data-points.md,Apply data point limits and strategies by visual type - Power BI,589.0,> 365 days,2024-03-26,
powerbi-docs/create-reports/copilot-prompts-narratives.md,Write Copilot prompts to create narrative visuals in Power BI - Power BI,587.0,> 365 days,2024-01-11,
powerbi-docs/create-reports/power-bi-report-settings.md,Change settings for Power BI reports - Power BI,586.0,> 365 days,2024-06-25,
powerbi-docs/natural-language/q-and-a-best-practices.md,Best practices to optimize Q&A - Power BI,584.0,> 365 days,2023-01-06,
powerbi-docs/report-server/migrate-report-server.md,Migrate a report server installation - Power BI,581.0,> 365 days,2019-05-13,
powerbi-docs/connect-data/service-template-apps-install-distribute.md,"Install, share, and update template apps in your organization with Power BI - Power BI",578.0,> 365 days,2023-02-08,
powerbi-docs/developer/visuals/capabilities.md,Capabilities and properties of Power BI visuals - Power BI,572.0,> 365 days,2023-12-12,
powerbi-docs/connect-data/desktop-directquery-sap-hana.md,DirectQuery for SAP HANA in Power BI - Power BI,571.0,271-365 days,2024-12-10,
powerbi-docs/create-reports/service-dashboard-edit-tile.md,Create or edit a dashboard tile - Power BI,560.0,> 365 days,2023-02-15,
powerbi-docs/connect-data/desktop-tutorial-row-level-security-onprem-ssas-tabular.md,Dynamic row-level security with Analysis services tabular model - Power BI,558.0,> 365 days,2024-01-16,
powerbi-docs/paginated-reports/report-design/add-background-image-report-builder-service.md,Add a background image to a Power BI paginated report - Power BI,558.0,> 365 days,2023-04-17,
powerbi-docs/create-reports/desktop-tips-and-tricks-for-creating-reports.md,Tips and tricks for creating reports in Power BI - Power BI,551.0,> 365 days,2024-03-07,
powerbi-docs/create-reports/service-dashboard-copy.md,Create a copy of a Power BI dashboard - Power BI,551.0,> 365 days,2023-02-27,
powerbi-docs/developer/embedded/embedded-performance-best-practices.md,Best practices for faster performance in Power BI embedded analytics - Power BI,549.0,> 365 days,2024-05-06,
powerbi-docs/report-server/rest-api.md,Develop with the REST APIs for Power BI Report Server - Power BI,549.0,> 365 days,2024-02-06,
powerbi-docs/developer/embedded/azure-pbie-create-capacity.md,Create Power BI Embedded capacity in the Azure portal - Power BI,548.0,> 365 days,2024-08-02,
powerbi-docs/create-reports/power-bi-on-object-interaction.md,Use on-object interaction with visuals in your report (preview) - Power BI,544.0,> 365 days,2024-02-06,
powerbi-docs/create-reports/service-goals-create-connected.md,Create connected goals in Power BI - Power BI,544.0,271-365 days,2024-11-30,
powerbi-docs/guidance/powerbi-implementation-planning-security-report-consumer-planning.md,Power BI implementation planning: Report consumer security planning - Power BI,541.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/web-authoring/get-started-paginated-formatted-table.md,Get started creating paginated reports in the Power BI service - Power BI,539.0,> 365 days,2023-09-22,
powerbi-docs/natural-language/q-and-a-tooling-advanced.md,Edit Q&A linguistic schema and add phrasings in Power BI Desktop - Power BI,535.0,> 365 days,2023-01-12,
powerbi-docs/guidance/powerbi-implementation-planning-tenant-setup.md,Power BI implementation planning: Tenant setup - Power BI,534.0,271-365 days,2024-12-30,
powerbi-docs/developer/embedded/troubleshoot-rest-api.md,Troubleshoot Power BI REST APIs - Power BI,530.0,> 365 days,2024-06-04,
powerbi-docs/guidance/report-separate-from-model.md,Separate reports from models in Power BI Desktop - Power BI,530.0,271-365 days,2024-12-30,
powerbi-docs/developer/embedded/embedded-troubleshoot.md,Troubleshoot Power BI embedded analytics application - Power BI,529.0,> 365 days,2024-01-24,
powerbi-docs/paginated-reports/paginated-reports-change-log.md,Power BI Report Builder change log - Power BI,528.0,> 365 days,2024-09-17,
powerbi-docs/guidance/powerbi-implementation-planning-bi-strategy-overview.md,Power BI implementation planning: BI strategy overview - Power BI,526.0,271-365 days,2024-12-30,
powerbi-docs/guidance/powerbi-implementation-planning-security-tenant-level-planning.md,Power BI implementation planning: Tenant-level security planning - Power BI,526.0,271-365 days,2024-12-30,
powerbi-docs/guidance/report-paginated-blank-page.md,Avoid blank pages when printing paginated reports - Power BI,522.0,271-365 days,2024-12-30,
powerbi-docs/connect-data/desktop-discourage-directquery-connections-to-dataset.md,Manage DirectQuery connections to a published semantic model - Power BI,521.0,> 365 days,2023-02-01,
powerbi-docs/transform-model/quick-measure-suggestions.md,Quick measure suggestions - Power BI,516.0,> 365 days,2024-10-07,
powerbi-docs/create-reports/service-q-and-a-direct-query.md,Use Q&A with live connections in Power BI - Power BI,514.0,271-365 days,2024-12-05,
powerbi-docs/create-reports/power-bi-slicer-filter-responsive.md,Create a responsive slicer you can resize in Power BI - Power BI,503.0,> 365 days,2023-01-17,
powerbi-docs/guidance/report-performance-troubleshoot.md,Troubleshoot report performance in Power BI - Power BI,498.0,271-365 days,2024-12-30,
powerbi-docs/developer/projects.md,Power BI Desktop developer mode documentation - Power BI,495.0,> 365 days,2024-02-14,
powerbi-docs/natural-language/end-user-q-and-a-tutorial.md,Q&A tutorial for Power BI dashboards - Power BI,492.0,271-365 days,2025-01-12,
powerbi-docs/developer/visuals/dataview-mappings.md,Understand data view mapping in Power BI visuals - Power BI,490.0,271-365 days,2024-12-12,
powerbi-docs/collaborate-share/service-troubleshoot-subscribe.md,FAQs about Troubleshoot subscribing to dashboards and reports - Power BI,488.0,271-365 days,2024-11-12,
powerbi-docs/paginated-reports/paginated-reports-rls.md,Set up row-level security in Power BI paginated reports - Power BI,488.0,> 365 days,2023-12-04,
powerbi-docs/developer/embedded/projects-enhanced-report-format.md,Create a Power BI report in enhanced report format - Power BI,487.0,271-365 days,2024-12-06,
powerbi-docs/guidance/fabric-adoption-roadmap-content-ownership-and-management.md,Microsoft Fabric adoption roadmap: Content ownership and management - Power BI,486.0,271-365 days,2024-12-30,
powerbi-docs/collaborate-share/service-discovery.md,Semantic model discoverability - Power BI,483.0,> 365 days,2023-02-17,
powerbi-docs/collaborate-share/service-dataset-impact-analysis.md,Semantic model impact analysis - Power BI,482.0,> 365 days,2023-02-17,
powerbi-docs/guidance/relationships-troubleshoot.md,Relationship troubleshooting guidance - Power BI,482.0,271-365 days,2024-12-27,
powerbi-docs/developer/visuals/create-bar-chart.md,Build a bar chart visual in Power BI - Power BI,478.0,> 365 days,2024-05-13,
powerbi-docs/collaborate-share/service-dataset-external-org-share-about.md,Power BI in-place semantic model sharing with guest users in external organizations (preview) - Power BI,466.0,> 365 days,2022-12-12,
powerbi-docs/guidance/powerbi-implementation-planning-auditing-monitoring-tenant-level-auditing.md,Power BI implementation planning: Tenant-level auditing - Power BI,466.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/paginated-reports-save-to-power-bi-service.md,Publish a paginated report to the Power BI service - Power BI,464.0,> 365 days,2023-01-18,
powerbi-docs/paginated-reports/report-builder-url-parameters.md,URL parameters in paginated reports in Power BI - Power BI,459.0,> 365 days,2023-01-18,
powerbi-docs/developer/visuals/office-store.md,Publish Power BI visuals - Power BI,458.0,> 365 days,2024-06-09,
powerbi-docs/create-reports/service-rename.md,"Rename dashboards, reports, workspaces, report pages, semantic models - Power BI",457.0,> 365 days,2023-01-24,
powerbi-docs/collaborate-share/service-troubleshoot-sharing.md,Troubleshoot sharing dashboards and reports - Power BI,456.0,> 365 days,2022-12-16,
powerbi-docs/natural-language/q-and-a-limitations.md,Limitations of Power BI Q&A - Power BI,455.0,271-365 days,2024-12-04,
powerbi-docs/consumer/mobile/mobile-apps-copilot.md,Copilot in Power BI Mobile - Power BI,443.0,271-365 days,2025-02-04,
powerbi-docs/report-server/support-timeline.md,Support timeline for Power BI Report Server - Power BI,442.0,> 365 days,2024-05-24,
powerbi-docs/connect-data/service-gateway-enterprise-manage-scheduled-refresh.md,Manage your data source - import and scheduled refresh - Power BI,442.0,> 365 days,2023-02-14,
powerbi-docs/create-reports/service-interact-with-a-report-in-editing-view.md,Interact with a report in Editing view - Power BI,441.0,> 365 days,2023-01-24,
powerbi-docs/transform-model/value-filter-behavior.md,Work with value filter behavior in Power BI - Power BI,441.0,> 365 days,2024-10-10,
powerbi-docs/collaborate-share/service-create-excel-featured-tables.md,Set featured tables in Power BI Desktop to appear in Excel - Power BI,440.0,> 365 days,2022-12-16,
powerbi-docs/create-reports/desktop-multi-select.md,"Multi-select data elements, data points, and visuals - Power BI",439.0,> 365 days,2023-01-17,
powerbi-docs/create-reports/copilot-summaries-in-subscriptions.md,Add Copilot summaries to email subscriptions - Power BI,435.0,271-365 days,2024-11-12,
powerbi-docs/guidance/powerbi-implementation-planning-usage-scenario-customizable-managed-self-service-bi.md,Power BI usage scenarios: Customizable managed self-service BI - Power BI,428.0,271-365 days,2024-12-30,
powerbi-docs/guidance/powerbi-implementation-planning-usage-scenario-advanced-data-preparation.md,Power BI usage scenarios: Advanced data preparation - Power BI,420.0,271-365 days,2024-12-30,
powerbi-docs/create-reports/service-dashboard-pin-tile-from-excel.md,How to pin a tile to a Power BI dashboard from Excel - Power BI,418.0,> 365 days,2023-03-06,
powerbi-docs/report-server/quickstart-embed.md,Embed a Power BI Report Server report using an iFrame in SharePoint Server - Power BI,415.0,> 365 days,2023-10-02,
powerbi-docs/guidance/fabric-adoption-roadmap-data-culture.md,Microsoft Fabric adoption roadmap: Data culture - Power BI,414.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/report-builder/export-reports-report-builder.md,Export Power BI paginated reports - Power BI,413.0,> 365 days,2023-03-02,
powerbi-docs/report-server/admin-handbook-overview.md,"Admin overview, Power BI Report Server - Power BI",412.0,> 365 days,2019-05-22,
powerbi-docs/paginated-reports/paginated-reports-pagination.md,Pagination in Power BI paginated reports - Power BI,411.0,> 365 days,2023-10-09,
powerbi-docs/consumer/end-user-print.md,Print from the Power BI service - Power BI,411.0,271-365 days,2025-01-08,
powerbi-docs/guidance/powerbi-implementation-planning-auditing-monitoring-overview.md,Power BI implementation planning: Auditing and monitoring - Power BI,402.0,271-365 days,2024-12-30,
powerbi-docs/connect-data/service-template-apps-create.md,Create template apps in Power BI - Power BI,401.0,> 365 days,2023-03-17,
powerbi-docs/guidance/report-drillthrough.md,Use report page drillthrough - Power BI,399.0,271-365 days,2024-12-30,
powerbi-docs/visuals/power-bi-visualization-card-visual-considerations.md,(new) Card visual considerations & limitations - Power BI,397.0,> 365 days,2024-09-27,
powerbi-docs/guidance/powerbi-implementation-planning-workspaces-tenant-level-planning.md,Implementation Planning: Tenant-Level Workspaces - Power BI,397.0,271-365 days,2024-12-30,
powerbi-docs/connect-data/service-datasets-admin-across-workspaces.md,Control the use of semantic models across workspaces - Power BI,395.0,> 365 days,2024-04-01,
powerbi-docs/guidance/powerbi-implementation-planning-bi-strategy-bi-solution-planning.md,Power BI implementation planning: BI solution planning - Power BI,390.0,271-365 days,2024-12-30,
powerbi-docs/developer/visuals/power-bi-custom-visuals-faq.md,Frequently asked questions about Power BI visuals - Power BI,388.0,> 365 days,2023-12-29,
powerbi-docs/guidance/center-of-excellence-establish.md,How Microsoft established a Center of Excellence - Power BI,387.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/expressions/report-builder-expression-examples.md,Expression examples in Power BI Report Builder - Power BI,383.0,> 365 days,2023-01-05,
powerbi-docs/guidance/powerbi-implementation-planning-subscriptions-licenses-trials.md,"Power BI implementation planning: Subscriptions, licenses, and trials - Power BI",382.0,271-365 days,2024-12-30,
powerbi-docs/create-reports/service-pin-tile-to-another-dashboard.md,Pin a tile from one dashboard to another dashboard - Power BI,381.0,> 365 days,2023-02-28,
powerbi-docs/developer/embedded/monitor-power-bi-embedded.md,Monitor Power BI Embedded - Power BI,377.0,> 365 days,2024-07-30,
powerbi-docs/guidance/power-query-background-refresh.md,Disable Power Query background refresh - Power BI,370.0,271-365 days,2024-12-30,
powerbi-docs/developer/visuals/entra-id-authentication.md,Microsoft Entra ID application setup - Power BI,365.0,> 365 days,2024-07-11,
powerbi-docs/report-server/configure-scheduled-refresh.md,How to configure Power BI report scheduled refresh - Power BI,364.0,> 365 days,2020-06-10,
powerbi-docs/guidance/migrate-azure-analysis-services-to-powerbi-premium.md,Migrate from Azure Analysis Services to Power BI Premium or Power BI Embedded - Power BI,364.0,271-365 days,2024-12-30,
powerbi-docs/guidance/whitepaper-powerbi-premium-deployment.md,Deploying and Managing Power BI Premium Capacities - Power BI,363.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/report-builder-tables-matrices-lists.md,"Tables, matrixes, and lists in Power BI Report Builder - Power BI",363.0,> 365 days,2023-01-24,
powerbi-docs/report-server/capacity-planning.md,Capacity planning guidance for Power BI Report Server - Power BI,355.0,> 365 days,2020-04-02,
powerbi-docs/create-reports/desktop-optimize-ribbon-scenarios.md,DirectQuery optimization scenarios with the Optimize ribbon in Power BI Desktop - Power BI,353.0,> 365 days,2023-05-22,
powerbi-docs/connect-data/service-gateway-power-bi-faq.md,On-premises data gateway FAQ - Power BI,352.0,> 365 days,2023-01-27,
powerbi-docs/developer/embedded/embed-sample-for-customers-national-clouds.md,Embed content in your Power BI embedded analytics application for government and national/regional clouds - Power BI,351.0,> 365 days,2024-03-07,
powerbi-docs/developer/visuals/create-display-dialog-box.md,Creating a dialog box in a Power BI visual - Power BI,347.0,> 365 days,2023-12-30,
powerbi-docs/developer/embedded/load-assessment-planning-tool.md,Power BI embedded analytics assess load - Power BI,347.0,> 365 days,2024-06-04,
powerbi-docs/guidance/develop-scalable-multitenancy-apps-with-powerbi-embedding.md,Develop scalable multitenancy applications with Power BI embedding - Power BI,347.0,271-365 days,2024-12-30,
powerbi-docs/support/power-bi-cannot-sign-in.md,Resolve sign-in issues or reset your password for Power BI and Fabric - Power BI,340.0,271-365 days,2024-11-11,
powerbi-docs/create-reports/power-bi-create-mobile-optimized-report-best-practices.md,Best practices for creating mobile-optimized Power BI reports - Power BI,340.0,> 365 days,2024-06-05,
powerbi-docs/guidance/powerbi-implementation-planning-usage-scenario-on-premises-reporting.md,Power BI usage scenarios: On-premises reporting - Power BI,338.0,271-365 days,2024-12-30,
powerbi-docs/paginated-reports/report-design/filter-group-sort-data-report-builder.md,"Filter, group, and sort data in Power BI paginated reports - Power BI",338.0,> 365 days,2023-06-26,
powerbi-docs/consumer/end-user-faq.md,Frequently asked end-user questions in Power BI - Power BI,338.0,> 365 days,2024-02-07,
powerbi-docs/paginated-reports/report-design/add-filter-report-builder.md,Add a filter to a Power BI paginated report - Power BI,337.0,> 365 days,2023-06-26,
powerbi-docs/visuals/power-bi-visualization-matrix-visual-considerations.md,Matrix visual considerations and limitations - Power BI,336.0,> 365 days,2024-10-02,
powerbi-docs/developer/visuals/package-visual.md,Package a Power BI visual - Power BI,335.0,> 365 days,2024-06-03,
powerbi-docs/transform-model/dataflows/dataflows-premium-workload-configuration.md,Configure Power BI Premium dataflow workloads - Power BI,334.0,> 365 days,2024-10-07,
powerbi-docs/consumer/end-user-search-sort.md,Search and find your content using global search - Power BI,332.0,271-365 days,2025-01-11,
powerbi-docs/developer/embedded/azure-pbie-scale-capacity.md,Scale your Power BI Embedded capacity - Power BI,332.0,> 365 days,2024-06-03,
powerbi-docs/developer/visuals/custom-visual-develop-tutorial-format-options.md,Add formatting options to a Power BI custom visual - Power BI,331.0,> 365 days,2024-10-10,
powerbi-docs/collaborate-share/service-excel-featured-tables.md,Access Power BI featured tables in Excel - Power BI,331.0,> 365 days,2023-03-06,
powerbi-docs/connect-data/service-gateway-azure-active-directory-sso.md,Microsoft Entra SSO - Power BI,330.0,> 365 days,2024-06-27,
powerbi-docs/create-reports/service-create-dashboard-mobile-phone-view.md,Optimize a dashboard for mobile phones - Power BI,330.0,> 365 days,2023-02-22,
powerbi-docs/developer/visuals/guidelines-powerbi-visuals.md,Guidelines for publishing Power BI custom visuals - Power BI,329.0,> 365 days,2024-07-02,
powerbi-docs/paginated-reports/troubleshoot-paginated-reports-execution-issues.md,Troubleshoot paginated report execution issues - Power BI,321.0,> 365 days,2024-01-08,
powerbi-docs/paginated-reports/paginated-reports-report-design-view.md,Get around Report Design View for paginated reports - Power BI,317.0,> 365 days,2023-01-24,
powerbi-docs/guidance/powerbi-implementation-planning-usage-scenario-embed-for-your-organization.md,Power BI usage scenarios: Embed for your organization - Power BI,313.0,271-365 days,2024-12-30,
powerbi-docs/guidance/report-paginated-data-retrieval.md,Data retrieval guidance for paginated reports - Power BI,309.0,271-365 days,2024-12-30,
powerbi-docs/developer/visuals/format-pane-general.md,About format pane and formatting model in Power BI custom visuals - Power BI,309.0,271-365 days,2025-01-12,
powerbi-docs/guidance/powerbi-migration-deploy-support-monitor.md,Deploy to Power BI - Power BI,308.0,271-365 days,2024-12-30,
powerbi-docs/report-server/connect-data-source-apis.md,Change data source connection strings with PowerShell - Power BI,304.0,> 365 days,2021-03-09,
powerbi-docs/paginated-reports/report-data/data-connections-data-sources-connection-strings-report-builder.md,Create data connection strings (Power BI Report Builder) - Power BI,303.0,> 365 days,2024-09-25,
powerbi-docs/paginated-reports/report-builder/export-microsoft-excel-report-builder.md,Export Power BI paginated report to Microsoft Excel (Power BI Report Builder) - Power BI,302.0,> 365 days,2023-03-02,
powerbi-docs/developer/visuals/power-bi-visuals-concept.md,Power BI visual system integration - Power BI,299.0,> 365 days,2024-01-04,
powerbi-docs/developer/visuals/objects-properties.md,Objects and properties of Power BI visuals - Power BI,298.0,> 365 days,2024-10-11,
powerbi-docs/paginated-reports/paginated-capacity-planning.md,Paginated reports capacity planning for Power BI Premium - Power BI,298.0,> 365 days,2024-01-21,
powerbi-docs/paginated-reports/report-definition-language.md,Report Definition Language - Power BI,297.0,> 365 days,2023-03-22,
powerbi-docs/visuals/power-bi-report-add-visualizations-ii.md,Add visualizations to a Power BI report (part 2) - Power BI,296.0,> 365 days,2023-12-25,
powerbi-docs/guidance/powerbi-implementation-planning-content-distribution-sharing.md,Power BI implementation planning: Content distribution and sharing - Power BI,294.0,271-365 days,2024-12-30,
powerbi-docs/guidance/powerbi-modeling-guidance-for-power-platform.md,Power BI modeling guidance for Power Platform - Power BI,294.0,271-365 days,2024-12-30,
powerbi-docs/guidance/powerbi-implementation-planning-usage-scenario-enterprise-content-publishing.md,Power BI usage scenarios: Enterprise content publishing - Power BI,294.0,271-365 days,2024-12-30,
powerbi-docs/guidance/powerbi-implementation-planning-bi-strategy-bi-strategic-planning.md,Power BI implementation planning: BI strategic planning - Power BI,292.0,271-365 days,2024-12-30,
powerbi-docs/transform-model/log-analytics/desktop-log-analytics-faq.md,Azure Log Analytics in Power BI - FAQ - Power BI,289.0,> 365 days,2024-10-01,
powerbi-docs/paginated-reports/report-design/setting-time-out-values-for-report-dataset-processing.md,Set time-out values for Power BI paginated report dataset processing - Power BI,288.0,> 365 days,2023-07-11,
powerbi-docs/transform-model/desktop-mobile-geofiltering.md,Set geographic filters in Power BI Desktop - Power BI,286.0,> 365 days,2024-10-01,
powerbi-docs/visuals/power-bi-visualization-troubleshoot.md,Troubleshoot visualizations in Power BI - Power BI,286.0,> 365 days,2024-10-10,
powerbi-docs/collaborate-share/service-dataset-external-org-share-admin.md,Share B2B semantic models with external guest users (preview) - Power BI,279.0,> 365 days,2024-02-07,
powerbi-docs/transform-model/desktop-connect-dataflows.md,Connect to Power Platform dataflows in Power BI Desktop - Power BI,279.0,> 365 days,2024-09-30,
powerbi-docs/create-reports/desktop-r-powered-custom-visuals.md,Use R-powered Power BI visuals in Power BI - Power BI,277.0,> 365 days,2022-09-27,
powerbi-docs/developer/visuals/conditional-format.md,Conditional formatting of Power BI custom visuals - Power BI,276.0,> 365 days,2024-08-19,
powerbi-docs/report-server/custom-visuals-troubleshoot.md,Troubleshoot custom visuals in Power BI Desktop for Power BI Report Server - Power BI,272.0,> 365 days,2021-09-02,
powerbi-docs/create-reports/service-item-contact.md,Set contact information for reports and dashboards  in the Power BI service - Power BI,268.0,> 365 days,2023-02-28,
powerbi-docs/connect-data/service-gateway-active-directory-sso.md,Active Directory (AD) SSO - Power BI,268.0,> 365 days,2024-06-28,
powerbi-docs/connect-data/create-dataset-log-analytics.md,Create a semantic model from Log Analytics - Power BI,267.0,> 365 days,2023-03-06,
powerbi-docs/guidance/powerbi-implementation-planning-usage-scenario-self-service-data-preparation.md,Power BI usage scenarios: Self-service data preparation - Power BI,266.0,271-365 days,2024-12-30,
powerbi-docs/collaborate-share/service-automate-paginated-onedrive-sharepoint.md,Save a paginated report to OneDrive for work or school or SharePoint Online - Power BI,261.0,> 365 days,2022-12-16,
powerbi-docs/guidance/report-page-tooltips.md,Extend visuals with report page tooltips - Power BI,261.0,271-365 days,2024-12-30,
powerbi-docs/developer/visuals/utils-svg.md,Introduction to SVG utils in Power BI visuals - Power BI,260.0,> 365 days,2024-01-10,
powerbi-docs/transform-model/dataflows/dataflows-streaming.md,Streaming dataflows (preview) - Power BI,257.0,> 365 days,2024-10-07,
powerbi-docs/report-server/scheduled-refresh-troubleshoot.md,Troubleshoot scheduled refresh in Power BI Report Server - Power BI,255.0,> 365 days,2017-11-01,
powerbi-docs/paginated-reports/report-builder/print-report-report-builder.md,Print a report (Power BI Report Builder) - Power BI,251.0,> 365 days,2023-06-15,
powerbi-docs/developer/visuals/landing-page.md,Add a landing page to your Power BI visuals - Power BI,250.0,> 365 days,2024-06-17,
powerbi-docs/paginated-reports/report-design/visualizations/specify-axis-interval-report-builder.md,Specify an axis interval in a Power BI paginated report - Power BI,250.0,> 365 days,2023-03-17,
powerbi-docs/collaborate-share/service-featured-content.md,Feature recommended content on colleagues' Power BI Home page - Power BI,247.0,> 365 days,2022-08-16,
powerbi-docs/paginated-reports/report-builder-previewing-reports.md,Preview reports in Power BI Report Builder - Power BI,246.0,> 365 days,2023-12-18,
powerbi-docs/collaborate-share/service-automate-paginated-local-file.md,Save a paginated report to a local folder with Power Automate - Power BI,244.0,> 365 days,2023-01-06,
powerbi-docs/collaborate-share/service-automate-paginated-excel-sharepoint-list.md,Export a paginated report for each row in an Excel Online table or SharePoint list - Power BI,244.0,> 365 days,2023-01-10,
powerbi-docs/developer/visuals/submission-testing.md,Testing submissions of Power BI custom visuals - Power BI,243.0,> 365 days,2024-06-09,
powerbi-docs/report-server/connect-adfs-wap-report-server.md,Use Web Application Proxy and Active Directory Federated Services - Power BI Report Server - Power BI,243.0,> 365 days,2024-08-29,
